Result for strategy Strategy002
============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |     Avg Duration |   Wins |   Draws |   Losses |
|    BAL/USDT |     21 |           1.29 |          27.08 |            27.108 |           2.71 |          3:13:00 |     19 |       0 |        2 |
|   BAND/USDT |     28 |           0.93 |          25.98 |            26.010 |           2.60 |          3:43:00 |     25 |       0 |        3 |
|    BAT/USDT |     19 |           0.05 |           0.93 |             0.930 |           0.09 |   1 day, 0:20:00 |     15 |       0 |        4 |
|    BCH/USDT |     18 |          -0.14 |          -2.44 |            -2.444 |          -0.24 |          6:27:00 |     16 |       0 |        2 |
|   BEAM/USDT |     21 |           0.90 |          18.83 |            18.847 |           1.88 |          5:09:00 |     20 |       0 |        1 |
|    BEL/USDT |     22 |          -0.10 |          -2.25 |            -2.250 |          -0.22 |          8:53:00 |     16 |       0 |        6 |
|    BLZ/USDT |     22 |          -1.51 |         -33.20 |           -33.236 |          -3.32 |          4:53:00 |     17 |       0 |        5 |
|    BNB/USDT |     14 |           0.34 |           4.79 |             4.796 |           0.48 |          5:32:00 |     13 |       0 |        1 |
|    BNT/USDT |     28 |           0.02 |           0.47 |             0.466 |           0.05 |          7:39:00 |     25 |       0 |        3 |
|    BTC/USDT |     10 |           0.27 |           2.74 |             2.741 |           0.27 |          4:08:00 |      8 |       0 |        2 |
|  BTCST/USDT |      3 |           2.33 |           6.99 |             7.000 |           0.70 |          0:47:00 |      3 |       0 |        0 |
|    BTS/USDT |     25 |          -0.05 |          -1.29 |            -1.291 |          -0.13 |          6:41:00 |     21 |       0 |        4 |
|    BTT/USDT |     18 |          -0.19 |          -3.51 |            -3.512 |          -0.35 |         17:31:00 |     15 |       0 |        3 |
|   BZRX/USDT |     12 |          -0.17 |          -2.02 |            -2.022 |          -0.20 |          7:46:00 |     10 |       0 |        2 |
|   CAKE/USDT |      6 |           0.18 |           1.05 |             1.055 |           0.11 |          1:04:00 |      5 |       0 |        1 |
