Result for strategy ADX_15M_USDT
=============================================================== BACKTESTING REPORT ==============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |      Avg Duration |   Wins |   Draws |   Losses |
|    ZEC/USDT |     37 |           0.66 |          24.52 |            24.541 |           2.45 |    1 day, 2:55:00 |     24 |      10 |        3 |
|    ZEN/USDT |     47 |           0.16 |           7.58 |             7.587 |           0.76 |          17:57:00 |     24 |      17 |        6 |
|    ZIL/USDT |     56 |           0.40 |          22.38 |            22.407 |           2.24 |          11:57:00 |     32 |      19 |        5 |
|    ZRX/USDT |     49 |          -0.13 |          -6.24 |            -6.247 |          -0.62 |          19:54:00 |     22 |      21 |        6 |
|       TOTAL |  10463 |           0.42 |        4431.28 |          4435.713 |         443.57 |          14:21:00 |   5767 |    3514 |     1182 |
====================================================== SELL REASON STATS =======================================================
|   Sell Reason |   Sells |   Wins |   Draws |   Losses |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------+---------+----------+----------------+----------------+-------------------+----------------|
|           roi |    9271 |   5757 |    3514 |        0 |           2.06 |       19107.4  |         19126.5   |         764.3  |
|     stop_loss |    1147 |      0 |       0 |     1147 |         -12.72 |      -14595.3  |        -14609.9   |        -583.81 |
|    force_sell |      25 |      9 |       0 |       16 |          -0.29 |          -7.19 |            -7.201 |          -0.29 |
|   sell_signal |      20 |      1 |       0 |       19 |          -3.68 |         -73.68 |           -73.758 |          -2.95 |
========================================================== LEFT OPEN TRADES REPORT ==========================================================
|      Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |    Avg Duration |   Wins |   Draws |   Losses |
|-----------+--------+----------------+----------------+-------------------+----------------+-----------------+--------+---------+----------|
|  ACM/USDT |      1 |           0.51 |           0.51 |             0.508 |           0.05 |         4:15:00 |      1 |       0 |        0 |
|  BNB/USDT |      1 |           3.09 |           3.09 |             3.097 |           0.31 |         8:45:00 |      1 |       0 |        0 |
| BZRX/USDT |      1 |          -0.43 |          -0.43 |            -0.429 |          -0.04 |         1:15:00 |      0 |       0 |        1 |
| CELR/USDT |      1 |           0.63 |           0.63 |             0.626 |           0.06 |         4:00:00 |      1 |       0 |        0 |
| COMP/USDT |      1 |          -0.37 |          -0.37 |            -0.366 |          -0.04 |         1:30:00 |      0 |       0 |        1 |
|  DNT/USDT |      1 |          -0.14 |          -0.14 |            -0.137 |          -0.01 |         1:30:00 |      0 |       0 |        1 |
|  ETH/USDT |      1 |           0.30 |           0.30 |             0.303 |           0.03 |         7:00:00 |      1 |       0 |        0 |
|  FIS/USDT |      1 |          -0.56 |          -0.56 |            -0.556 |          -0.06 |         4:15:00 |      0 |       0 |        1 |
|  FUN/USDT |      1 |          -3.06 |          -3.06 |            -3.066 |          -0.31 | 1 day, 13:00:00 |      0 |       0 |        1 |
| HARD/USDT |      1 |          -0.20 |          -0.20 |            -0.200 |          -0.02 |         0:00:00 |      0 |       0 |        1 |
|  ICX/USDT |      1 |          -1.56 |          -1.56 |            -1.560 |          -0.16 |         1:15:00 |      0 |       0 |        1 |
|  INJ/USDT |      1 |           1.62 |           1.62 |             1.626 |           0.16 |         4:15:00 |      1 |       0 |        0 |
| KAVA/USDT |      1 |          -0.85 |          -0.85 |            -0.847 |          -0.08 |         1:30:00 |      0 |       0 |        1 |
| LINK/USDT |      1 |          -2.13 |          -2.13 |            -2.135 |          -0.21 |        14:00:00 |      0 |       0 |        1 |
|  LIT/USDT |      1 |          -1.33 |          -1.33 |            -1.334 |          -0.13 |         1:15:00 |      0 |       0 |        1 |
| MANA/USDT |      1 |          -0.20 |          -0.20 |            -0.200 |          -0.02 |         0:00:00 |      0 |       0 |        1 |
|  ORN/USDT |      1 |           0.85 |           0.85 |             0.852 |           0.09 |         3:15:00 |      1 |       0 |        0 |
| PAXG/USDT |      1 |          -2.32 |          -2.32 |            -2.321 |          -0.23 | 5 days, 2:15:00 |      0 |       0 |        1 |
| POND/USDT |      1 |          -1.17 |          -1.17 |            -1.168 |          -0.12 |         3:30:00 |      0 |       0 |        1 |
|  SFP/USDT |      1 |          -0.18 |          -0.18 |            -0.182 |          -0.02 |         1:45:00 |      0 |       0 |        1 |
|  SNX/USDT |      1 |          -0.69 |          -0.69 |            -0.691 |          -0.07 |         1:15:00 |      0 |       0 |        1 |
|  STX/USDT |      1 |           0.62 |           0.62 |             0.616 |           0.06 |         5:00:00 |      1 |       0 |        0 |
