Result for strategy BinHV27
============================================================= BACKTESTING REPORT =============================================================
|        Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Wins |   Draws |   Losses |
|    YFI/USDT |     80 |           1.63 |         130.34 |           130.474 |          13.05 |        4:02:00 |     58 |       0 |       22 |
|   YFII/USDT |     40 |          -0.39 |         -15.42 |           -15.440 |          -1.54 |        4:48:00 |     24 |       0 |       16 |
|    ZEC/USDT |     83 |           0.14 |          11.88 |            11.893 |           1.19 |        4:45:00 |     54 |       0 |       29 |
|    ZEN/USDT |    102 |           0.40 |          40.75 |            40.786 |           4.08 |        4:30:00 |     68 |       0 |       34 |
|    ZIL/USDT |    110 |           0.57 |          63.11 |            63.170 |           6.32 |        4:29:00 |     69 |       0 |       41 |
|    ZRX/USDT |    141 |          -0.14 |         -19.68 |           -19.695 |          -1.97 |        4:49:00 |     83 |       0 |       58 |
|       TOTAL |  17794 |           0.23 |        4045.69 |          4049.733 |         404.97 |        4:26:00 |  11116 |       0 |     6678 |
====================================================== SELL REASON STATS =======================================================
|   Sell Reason |   Sells |   Wins |   Draws |   Losses |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |
|---------------+---------+--------+---------+----------+----------------+----------------+-------------------+----------------|
|   sell_signal |   17792 |  11116 |       0 |     6676 |           0.23 |        4145.89 |           4150.03 |         165.84 |
|     stop_loss |       2 |      0 |       0 |        2 |         -50.1  |        -100.2  |           -100.3  |          -4.01 |
======================================================== LEFT OPEN TRADES REPORT ========================================================
|   Pair |   Buys |   Avg Profit % |   Cum Profit % |   Tot Profit USDT |   Tot Profit % |   Avg Duration |   Wins |   Draws |   Losses |
|--------+--------+----------------+----------------+-------------------+----------------+----------------+--------+---------+----------|
|  TOTAL |      0 |           0.00 |           0.00 |             0.000 |           0.00 |           0:00 |      0 |       0 |        0 |
=============== SUMMARY METRICS ===============
| Metric                | Value               |
|-----------------------+---------------------|
| Backtesting from      | 2020-03-26 00:00:00 |
| Backtesting to        | 2021-03-26 11:40:00 |
| Max open trades       | 25                  |
|                       |                     |
| Total trades          | 17794               |
| Starting balance      | 1000.000 USDT       |
| Final balance         | 5049.733 USDT       |
| Absolute profit       | 4049.733 USDT       |
| Total profit %        | 404.97%             |
| Trades per day        | 48.75               |
| Avg. stake amount     | 100.000 USDT        |
| Total trade volume    | 1779400.000 USDT    |
|                       |                     |
| Best Pair             | DREP/USDT 181.88%   |
| Worst Pair            | LUNA/USDT -89.64%   |
| Best trade            | DOGE/USDT 60.68%    |
| Worst trade           | SUSHI/USDT -50.1%   |
| Best day              | 167.955 USDT        |
| Worst day             | -281.225 USDT       |
| Days win/draw/lose    | 248 / 0 / 118       |
| Avg. Duration Winners | 3:02:00             |
| Avg. Duration Loser   | 6:47:00             |
|                       |                     |
| Min balance           | 986.491 USDT        |
| Max balance           | 5367.635 USDT       |
| Drawdown              | 1366.6%             |
| Drawdown              | 1367.966 USDT       |
| Drawdown high         | 2260.881 USDT       |
| Drawdown low          | 892.915 USDT        |
| Drawdown Start        | 2020-09-02 02:40:00 |
| Drawdown End          | 2020-11-05 13:05:00 |
| Market change         | 1156.4%             |
===============================================

